216
0	58	0
0	92	0
0	226	0
0	173	0
0	551	0
0	135	0
0	60	0
0	1541	0
0	76	0
0	75	0
0	2903	0
0	119	0
0	76	0
0	76	0
0	75	0
0	74	0
0	113	0
0	83	0
0	234	0
0	76	0
0	59	0
0	162	0
0	74	0
0	74	0
0	76	0
0	74	0
0	74	0
0	84	0
0	76	0
0	97	0
0	100	0
0	75	0
0	75	0
0	75	0
0	75	0
0	75	0
0	75	0
0	75	0
0	96	0
0	339	0
0	78	0
0	87	0
0	87	0
0	87	0
0	77	0
0	168	0
0	99	0
0	343	0
0	71	0
0	66	0
0	65	0
0	67	0
0	183	0
0	170	0
0	84	0
0	84	0
0	93	0
0	121	0
0	178	0
0	97	0
0	110	0
0	64	0
0	56	0
0	97	0
0	52	0
0	76	0
0	76	0
0	67	0
0	105	0
0	271	0
0	103	0
0	306	0
0	94	0
0	219	0
0	158	0
0	66	0
0	86	0
0	73	0
0	75	0
0	136	0
0	194	0
0	90	0
0	90	0
0	89	0
0	75	0
0	75	0
0	75	0
0	75	0
0	194	0
0	143	0
0	135	0
0	86	0
0	76	0
0	92	0
0	74	0
0	75	0
0	75	0
0	75	0
0	75	0
0	75	0
0	75	0
0	91	0
0	99	0
0	303	0
0	183	0
0	78	0
0	119	0
0	2903	0
0	75	0
0	1541	0
0	142	0
0	161	0
0	75	0
0	72	0
0	76	0
0	76	0
0	76	0
0	76	0
0	92	0
0	58	0
0	399	0
0	368	0
0	205	0
0	76	0
0	76	0
0	76	0
0	87	0
0	81	0
0	73	0
0	182	0
0	140	0
0	75	0
0	144	0
0	143	0
0	75	0
0	376	0
0	215	0
0	76	0
0	86	0
0	120	0
0	119	0
0	75	0
0	119	0
0	2903	0
0	75	0
0	76	0
0	1541	0
0	53	0
0	278	0
0	337	0
0	94	0
0	81	0
0	81	0
0	69	0
0	90	0
0	105	0
0	63	0
0	76	0
0	159	0
0	72	0
0	94	0
0	265	0
0	72	0
0	139	0
0	233	0
0	1541	0
0	75	0
0	2903	0
0	119	0
0	76	0
0	75	0
0	76	0
0	76	0
0	86	0
0	76	0
0	171	0
0	251	0
0	1541	0
0	76	0
0	75	0
0	2904	0
0	119	0
0	110	0
0	245	0
0	193	0
0	57	0
0	116	0
0	1541	0
0	75	0
0	2903	0
0	119	0
0	75	0
0	84	0
0	74	0
0	75	0
0	160	0
0	1541	0
0	75	0
0	2903	0
0	119	0
0	84	0
0	102	0
0	110	0
0	140	0
0	75	0
0	112	0
0	75	0
0	75	0
0	75	0
0	84	0
0	89	0
0	34	0
0	76	0
0	86	0
0	86	0
0	86	0
